,SalePrice,Neighborhood,Year Built
2894,"228,000",,
2895,"176,000",,
2896,"180,000",,
2897,"250,000",,
2898,"202,000",,
2899,"312,500",,
2900,"320,000",,
2901,"369,900",,
2902,"359,900",,
2903,"81,500",,
2904,"215,000",,
2905,"164,000",,
2906,"153,500",,
2907,"84,500",,
2908,"104,500",,
2909,"127,000",,
2910,"151,400",,
2911,"126,500",,
2912,"146,500",,
2913,"73,000",,
2914,"79,400",,
2915,"140,000",,
2916,"92,000",,
2917,"87,550",,
2918,"79,500",,
2919,"90,500",,
2920,"71,000",,
2921,"150,900",,
2922,"188,000",,
2923,"160,000",,
2924,"131,000",,
2925,"142,500",,
2926,"131,000",,
2927,"132,000",,
2928,"170,000",,
2929,"188,000",,
0,,NAmes,1960.0
1,,NAmes,1961.0
2,,NAmes,1958.0
3,,NAmes,1968.0
4,,Gilbert,1997.0
5,,Gilbert,1998.0
6,,StoneBr,2001.0
7,,StoneBr,1992.0
8,,StoneBr,1995.0
9,,Gilbert,1999.0
10,,Gilbert,1993.0
11,,Gilbert,1992.0
12,,Gilbert,1998.0
13,,Gilbert,1990.0
14,,StoneBr,1985.0
15,,StoneBr,2003.0
16,,Gilbert,1988.0
17,,StoneBr,2010.0
18,,Gilbert,1951.0
19,,NWAmes,1978.0
20,,NWAmes,1977.0
21,,NWAmes,1974.0
22,,Somerst,2000.0
23,,NAmes,1970.0
24,,NAmes,1971.0
25,,NAmes,1968.0
26,,NAmes,1970.0
27,,NAmes,1971.0
28,,NAmes,1999.0
29,,BrDale,1971.0
30,,BrDale,1971.0
31,,BrDale,1971.0
32,,NPkVill,1977.0
33,,NPkVill,1975.0
34,,NPkVill,1975.0
35,,NPkVill,1978.0
36,,NridgHt,2009.0
37,,NridgHt,2007.0
38,,NridgHt,2009.0
39,,NridgHt,2009.0
40,,NridgHt,2005.0
41,,NridgHt,2005.0
42,,NridgHt,2005.0
43,,NridgHt,2004.0
44,,NridgHt,2009.0
45,,NridgHt,2009.0
46,,NridgHt,2003.0
47,,NridgHt,2002.0
48,,NridgHt,2005.0
49,,NridgHt,2006.0
50,,NridgHt,2003.0
51,,Gilbert,2005.0
52,,Blmngtn,2006.0
53,,Blmngtn,2004.0
54,,Gilbert,2004.0
55,,Gilbert,2002.0
56,,Gilbert,2004.0
57,,Gilbert,2000.0
58,,Gilbert,2001.0
59,,NoRidge,1999.0
60,,NoRidge,1998.0
61,,NoRidge,1996.0
62,,NoRidge,1994.0
63,,NoRidge,1999.0
64,,NoRidge,1998.0
65,,NoRidge,1995.0
66,,Somerst,2005.0
67,,Somerst,2009.0
68,,Somerst,2009.0
69,,Somerst,2008.0
70,,Somerst,2004.0
71,,Somerst,2005.0
72,,SawyerW,2004.0
73,,SawyerW,2004.0
74,,SawyerW,1994.0
75,,SawyerW,1980.0
76,,SawyerW,1992.0
77,,SawyerW,1979.0
78,,SawyerW,1984.0
79,,SawyerW,1993.0
80,,SawyerW,1984.0
81,,SawyerW,1980.0
82,,SawyerW,1920.0
83,,Sawyer,1978.0
84,,Sawyer,1961.0
85,,Sawyer,1965.0
86,,Sawyer,1967.0
87,,Sawyer,1963.0
88,,Sawyer,1962.0
89,,Sawyer,1974.0
90,,NoRidge,1992.0
91,,NoRidge,1993.0
92,,NoRidge,1992.0
93,,Somerst,2004.0
94,,Somerst,2004.0
95,,Somerst,2004.0
96,,Somerst,2004.0
97,,Somerst,2004.0
98,,Somerst,2005.0
99,,Somerst,2009.0
100,,Somerst,2000.0
101,,Somerst,2000.0
102,,Somerst,1999.0
103,,Somerst,2003.0
104,,Somerst,2010.0
105,,Somerst,2000.0
106,,Greens,1980.0
107,,Greens,1978.0
108,,Sawyer,1976.0
109,,Somerst,2002.0
110,,NWAmes,1967.0
111,,NWAmes,1993.0
112,,NWAmes,1977.0
113,,NWAmes,1978.0
114,,NWAmes,1988.0
115,,NWAmes,1972.0
116,,NWAmes,1971.0
117,,NAmes,1966.0
118,,NWAmes,1963.0
119,,NAmes,1959.0
120,,NAmes,1966.0
121,,NAmes,1967.0
122,,NAmes,1964.0
123,,NAmes,1964.0
124,,NAmes,1963.0
125,,NAmes,1962.0
126,,NAmes,1950.0
127,,NAmes,1952.0
128,,NAmes,1949.0
129,,BrkSide,1958.0
130,,BrkSide,1940.0
131,,NAmes,1954.0
132,,NAmes,1955.0
133,,NAmes,1954.0
134,,NAmes,1966.0
135,,NAmes,1960.0
136,,NAmes,1970.0
137,,NAmes,1966.0
138,,NAmes,1958.0
139,,NAmes,2003.0
140,,NAmes,1959.0
141,,NAmes,1959.0
142,,NAmes,1957.0
143,,NAmes,1959.0
144,,NAmes,1959.0
145,,NAmes,1960.0
146,,NAmes,1959.0
147,,NAmes,1959.0
148,,NAmes,1956.0
149,,NAmes,1952.0
150,,NAmes,1955.0
151,,NAmes,1958.0
152,,NAmes,1953.0
153,,NAmes,1920.0
154,,NAmes,1955.0
155,,NAmes,1954.0
156,,NAmes,1956.0
157,,NAmes,1948.0
158,,OldTown,1980.0
159,,NAmes,1959.0
160,,NAmes,1967.0
161,,NAmes,1948.0
162,,NAmes,1959.0
163,,NAmes,1952.0
164,,NAmes,1951.0
165,,NAmes,1962.0
166,,NAmes,1960.0
167,,NAmes,1963.0
168,,NAmes,1966.0
169,,OldTown,1900.0
170,,OldTown,1910.0
171,,OldTown,1920.0
172,,OldTown,1927.0
173,,OldTown,1957.0
174,,OldTown,1915.0
175,,OldTown,1945.0
176,,OldTown,1940.0
177,,OldTown,1929.0
178,,OldTown,1938.0
179,,OldTown,1948.0
180,,OldTown,1920.0
181,,OldTown,1923.0
182,,OldTown,1928.0
183,,OldTown,1900.0
184,,OldTown,1915.0
185,,OldTown,1890.0
186,,OldTown,1910.0
187,,OldTown,1957.0
188,,OldTown,1910.0
189,,OldTown,1885.0
190,,OldTown,1922.0
191,,BrkSide,1950.0
192,,BrkSide,1922.0
193,,BrkSide,1925.0
194,,BrkSide,1939.0
195,,BrkSide,1940.0
196,,BrkSide,1942.0
197,,BrkSide,1948.0
198,,BrkSide,1936.0
199,,BrkSide,1930.0
200,,OldTown,1923.0
201,,OldTown,1921.0
202,,OldTown,1915.0
203,,OldTown,1912.0
204,,OldTown,1920.0
205,,IDOTRR,1963.0
206,,IDOTRR,1930.0
207,,OldTown,1900.0
208,,ClearCr,1940.0
209,,ClearCr,1959.0
210,,ClearCr,1917.0
211,,SWISU,1915.0
212,,SWISU,1940.0
213,,SWISU,1907.0
214,,SWISU,1910.0
215,,Sawyer,1875.0
216,,Sawyer,1967.0
217,,Sawyer,1968.0
218,,Sawyer,1965.0
219,,Sawyer,1957.0
220,,Sawyer,1967.0
221,,Sawyer,1968.0
222,,Sawyer,1966.0
223,,Sawyer,1969.0
224,,Sawyer,1968.0
225,,Sawyer,1978.0
226,,Sawyer,1968.0
227,,Sawyer,1978.0
228,,ClearCr,1996.0
229,,ClearCr,1977.0
230,,Sawyer,1927.0
231,,Sawyer,1950.0
232,,ClearCr,1979.0
233,,ClearCr,1978.0
234,,Edwards,1938.0
235,,Edwards,1920.0
236,,Edwards,1950.0
237,,Edwards,1956.0
238,,Edwards,1947.0
239,,Edwards,1954.0
240,,Edwards,2009.0
241,,Edwards,2009.0
242,,Edwards,1964.0
243,,Edwards,1946.0
244,,SawyerW,1985.0
245,,SawyerW,1987.0
246,,SawyerW,1993.0
247,,SawyerW,1993.0
248,,SawyerW,1992.0
249,,CollgCr,2008.0
250,,CollgCr,2006.0
251,,CollgCr,2009.0
252,,CollgCr,2010.0
253,,SawyerW,1990.0
254,,SawyerW,1900.0
255,,ClearCr,1971.0
256,,CollgCr,1996.0
257,,CollgCr,1997.0
258,,CollgCr,1998.0
259,,CollgCr,1977.0
260,,CollgCr,1977.0
261,,CollgCr,1976.0
262,,CollgCr,1972.0
263,,CollgCr,2003.0
264,,CollgCr,2001.0
265,,CollgCr,2003.0
266,,CollgCr,1997.0
267,,CollgCr,1998.0
268,,CollgCr,2003.0
269,,CollgCr,2004.0
270,,CollgCr,2003.0
271,,CollgCr,2004.0
272,,CollgCr,2004.0
273,,Edwards,1945.0
274,,Edwards,1954.0
275,,Edwards,1965.0
276,,Edwards,1968.0
277,,Edwards,1948.0
278,,Edwards,1975.0
279,,Edwards,1976.0
280,,Edwards,1958.0
281,,Edwards,2003.0
282,,Edwards,1945.0
283,,Edwards,1941.0
284,,Edwards,1957.0
285,,SWISU,1924.0
286,,SWISU,1915.0
287,,Edwards,1914.0
288,,SWISU,1924.0
289,,SWISU,1939.0
290,,SWISU,1967.0
291,,SWISU,1931.0
292,,SWISU,1919.0
293,,Crawfor,1941.0
294,,Crawfor,1950.0
295,,Crawfor,1941.0
296,,Crawfor,1959.0
297,,Crawfor,1994.0
298,,Blueste,1989.0
299,,Blueste,1989.0
300,,Crawfor,1959.0
301,,IDOTRR,1922.0
302,,IDOTRR,1941.0
303,,IDOTRR,1921.0
304,,IDOTRR,1920.0
305,,IDOTRR,1900.0
306,,IDOTRR,1952.0
307,,IDOTRR,1896.0
308,,Crawfor,2004.0
309,,Mitchel,1998.0
310,,Mitchel,1977.0
311,,Mitchel,2003.0
312,,Mitchel,1976.0
313,,Mitchel,1976.0
314,,Timber,1948.0
315,,Timber,2008.0
316,,Timber,2009.0
317,,Timber,2006.0
318,,Timber,2009.0
319,,Timber,2002.0
320,,Timber,2002.0
321,,Timber,2008.0
322,,Mitchel,1965.0
323,,Mitchel,2004.0
324,,Mitchel,1971.0
325,,Mitchel,1999.0
326,,MeadowV,1973.0
327,,MeadowV,1973.0
328,,MeadowV,1976.0
329,,MeadowV,1970.0
330,,MeadowV,1972.0
331,,MeadowV,1970.0
332,,MeadowV,1972.0
333,,Mitchel,1971.0
334,,Mitchel,1962.0
335,,Mitchel,1984.0
336,,Mitchel,1985.0
337,,Mitchel,1991.0
338,,Mitchel,1969.0
339,,Mitchel,1994.0
340,,Mitchel,1993.0
341,,NAmes,1956.0
342,,NAmes,1974.0
343,,NAmes,1972.0
344,,Gilbert,1997.0
345,,Gilbert,2003.0
346,,Gilbert,1996.0
347,,Gilbert,2006.0
348,,Gilbert,1995.0
349,,StoneBr,2004.0
350,,StoneBr,2000.0
351,,StoneBr,1998.0
352,,StoneBr,1995.0
353,,Gilbert,1998.0
354,,Gilbert,1998.0
355,,Gilbert,1998.0
356,,Gilbert,1993.0
357,,Gilbert,1993.0
358,,Gilbert,1994.0
359,,Gilbert,1993.0
360,,Gilbert,1992.0
361,,Gilbert,1994.0
362,,Gilbert,1992.0
363,,Gilbert,1999.0
364,,Gilbert,1990.0
365,,StoneBr,1984.0
366,,StoneBr,2008.0
367,,StoneBr,2008.0
368,,StoneBr,2005.0
369,,Gilbert,1977.0
370,,NWAmes,1980.0
371,,NWAmes,1979.0
372,,NWAmes,1977.0
373,,NWAmes,1977.0
374,,NWAmes,1978.0
375,,NWAmes,1978.0
376,,NWAmes,1980.0
377,,NWAmes,1980.0
378,,NWAmes,1978.0
379,,NWAmes,1981.0
380,,NWAmes,1978.0
381,,NWAmes,1976.0
382,,NWAmes,1976.0
383,,Somerst,2003.0
384,,Somerst,2009.0
385,,Somerst,2000.0
386,,Somerst,2002.0
387,,NWAmes,1975.0
388,,NWAmes,1974.0
389,,NWAmes,1975.0
390,,NWAmes,1974.0
391,,NWAmes,1972.0
392,,NAmes,1974.0
393,,NAmes,1970.0
394,,NAmes,1969.0
395,,NAmes,1970.0
396,,NAmes,1971.0
397,,NAmes,1970.0
398,,NAmes,1970.0
399,,NAmes,1970.0
400,,NAmes,1971.0
401,,NAmes,1971.0
402,,BrDale,1973.0
403,,BrDale,1970.0
404,,BrDale,1971.0
405,,BrDale,1972.0
406,,BrDale,1972.0
407,,BrDale,1972.0
408,,NPkVill,1976.0
409,,NPkVill,1976.0
410,,NPkVill,1976.0
411,,NPkVill,1975.0
412,,NPkVill,1974.0
413,,NPkVill,1977.0
414,,NPkVill,1978.0
415,,NPkVill,1978.0
416,,NPkVill,1978.0
417,,NPkVill,1976.0
418,,NAmes,1967.0
419,,NAmes,1966.0
420,,NridgHt,2006.0
421,,NridgHt,2007.0
422,,NridgHt,2008.0
423,,NridgHt,2008.0
424,,NridgHt,2006.0
425,,NridgHt,2007.0
426,,NridgHt,2008.0
427,,NridgHt,2009.0
428,,NridgHt,2008.0
429,,NridgHt,2008.0
430,,NridgHt,2009.0
431,,NridgHt,2008.0
432,,NridgHt,2007.0
433,,NridgHt,2008.0
434,,NridgHt,2008.0
435,,NridgHt,2004.0
436,,NridgHt,2007.0
437,,NridgHt,2006.0
438,,NridgHt,2008.0
439,,NridgHt,2004.0
440,,NridgHt,2006.0
441,,NridgHt,2008.0
442,,NridgHt,2004.0
443,,NridgHt,2004.0
444,,NridgHt,2003.0
445,,NridgHt,2003.0
446,,NridgHt,2009.0
447,,NridgHt,2003.0
448,,NridgHt,2003.0
449,,NridgHt,2003.0
450,,NridgHt,2006.0
451,,NridgHt,2005.0
452,,NridgHt,2005.0
453,,NridgHt,2005.0
454,,NridgHt,2007.0
455,,NridgHt,2007.0
456,,NridgHt,2004.0
457,,NridgHt,2003.0
458,,NridgHt,2008.0
459,,NridgHt,2008.0
460,,NridgHt,2002.0
461,,NridgHt,2006.0
462,,NridgHt,2003.0
463,,NridgHt,2003.0
464,,Gilbert,2005.0
465,,Gilbert,2005.0
466,,Gilbert,2005.0
467,,Gilbert,2005.0
468,,Blmngtn,2007.0
469,,Blmngtn,2007.0
470,,Blmngtn,2005.0
471,,Blmngtn,2005.0
472,,Blmngtn,2005.0
473,,Blmngtn,2005.0
474,,Gilbert,2004.0
475,,Gilbert,2002.0
476,,Gilbert,2004.0
477,,Gilbert,2004.0
478,,Gilbert,2002.0
479,,Gilbert,2004.0
480,,Gilbert,2003.0
481,,Gilbert,2003.0
482,,NridgHt,2007.0
483,,Gilbert,2000.0
484,,Gilbert,2002.0
485,,Gilbert,2000.0
486,,Gilbert,2004.0
487,,Gilbert,2000.0
488,,Gilbert,2000.0
489,,Gilbert,1999.0
490,,Gilbert,1999.0
491,,Gilbert,1999.0
492,,Gilbert,1999.0
493,,Gilbert,1999.0
494,,NoRidge,1999.0
495,,NoRidge,1995.0
496,,NoRidge,2000.0
497,,NoRidge,1998.0
498,,NoRidge,1998.0
499,,NoRidge,1996.0
500,,NoRidge,1994.0
501,,NoRidge,1993.0
502,,NoRidge,1995.0
503,,NoRidge,1993.0
504,,NoRidge,1994.0
505,,NoRidge,1994.0
506,,Somerst,2008.0
507,,Somerst,2008.0
508,,Somerst,2008.0
509,,Somerst,2008.0
510,,Somerst,2007.0
511,,Somerst,2006.0
512,,Somerst,2005.0
513,,Somerst,2005.0
514,,Somerst,2009.0
515,,Somerst,2008.0
516,,Somerst,2009.0
517,,Somerst,2008.0
518,,Somerst,2009.0
519,,Somerst,2008.0
520,,Somerst,2007.0
521,,Somerst,2009.0
522,,Somerst,2006.0
523,,Somerst,2008.0
524,,Somerst,2006.0
525,,Somerst,2005.0
526,,Somerst,2006.0
527,,Somerst,2008.0
528,,Somerst,2006.0
529,,Somerst,2003.0
530,,Somerst,2004.0
531,,Somerst,2003.0
532,,Somerst,2003.0
533,,SawyerW,2007.0
534,,SawyerW,2006.0
535,,SawyerW,2004.0
536,,SawyerW,2004.0
537,,SawyerW,2004.0
538,,SawyerW,2003.0
539,,SawyerW,2004.0
540,,SawyerW,2004.0
541,,SawyerW,2003.0
542,,SawyerW,2008.0
543,,SawyerW,1996.0
544,,SawyerW,2005.0
545,,SawyerW,2001.0
546,,SawyerW,1992.0
547,,SawyerW,1980.0
548,,SawyerW,1990.0
549,,SawyerW,1994.0
550,,SawyerW,1986.0
551,,SawyerW,1981.0
552,,SawyerW,1950.0
553,,SawyerW,1928.0
554,,Sawyer,1962.0
555,,Sawyer,1977.0
556,,Sawyer,1961.0
557,,Sawyer,1961.0
558,,Sawyer,1965.0
559,,Sawyer,1963.0
560,,Sawyer,1961.0
561,,Sawyer,1965.0
562,,Sawyer,1962.0
563,,Veenker,1980.0
564,,NoRidge,1991.0
565,,Somerst,2004.0
566,,Somerst,2009.0
567,,Somerst,2009.0
568,,Somerst,2008.0
569,,Somerst,2008.0
570,,Somerst,1999.0
571,,Somerst,2000.0
572,,Somerst,1999.0
573,,Somerst,1999.0
574,,Veenker,1977.0
575,,Greens,1981.0
576,,Veenker,1981.0
577,,Veenker,1976.0
578,,Sawyer,1976.0
579,,NWAmes,1968.0
580,,NWAmes,1970.0
581,,NWAmes,1968.0
582,,NWAmes,1973.0
583,,NWAmes,1974.0
584,,NWAmes,1972.0
585,,NWAmes,1967.0
586,,NWAmes,1967.0
587,,NWAmes,1969.0
588,,NWAmes,1969.0
589,,NWAmes,1977.0
590,,NWAmes,1977.0
591,,NWAmes,1998.0
592,,NWAmes,2001.0
593,,NAmes,1967.0
594,,NAmes,1967.0
595,,NAmes,1965.0
596,,NWAmes,1974.0
597,,NWAmes,1971.0
598,,NWAmes,1967.0
599,,NAmes,1960.0
600,,NAmes,1959.0
601,,NAmes,1959.0
602,,NAmes,1957.0
603,,NAmes,1956.0
604,,NAmes,1958.0
605,,NAmes,1964.0
606,,NAmes,1961.0
607,,NAmes,1964.0
608,,NAmes,1966.0
609,,NAmes,1965.0
610,,NAmes,1964.0
611,,NAmes,1959.0
612,,NAmes,1961.0
613,,NAmes,1955.0
614,,BrkSide,1940.0
615,,BrkSide,1950.0
616,,NAmes,1953.0
617,,NAmes,1967.0
618,,NAmes,1953.0
619,,NAmes,1956.0
620,,NAmes,1950.0
621,,NAmes,1950.0
622,,NAmes,1967.0
623,,NAmes,1961.0
624,,NAmes,1963.0
625,,NAmes,1966.0
626,,NAmes,1965.0
627,,NAmes,1968.0
628,,NAmes,1968.0
629,,NAmes,1920.0
630,,NAmes,1956.0
631,,NAmes,1957.0
632,,NAmes,1960.0
633,,NAmes,1959.0
634,,NAmes,1958.0
635,,NAmes,1958.0
636,,NAmes,1956.0
637,,NAmes,1955.0
638,,NAmes,1956.0
639,,NAmes,1962.0
640,,NAmes,1954.0
641,,NAmes,1958.0
642,,NAmes,1954.0
643,,NAmes,1953.0
644,,NAmes,1951.0
645,,NAmes,1955.0
646,,NAmes,1951.0
647,,NAmes,1945.0
648,,NAmes,1952.0
649,,NAmes,1953.0
650,,OldTown,1900.0
651,,NAmes,1948.0
652,,NAmes,1950.0
653,,NAmes,1948.0
654,,OldTown,1958.0
655,,OldTown,1916.0
656,,OldTown,1939.0
657,,OldTown,1900.0
658,,OldTown,1924.0
659,,OldTown,1925.0
660,,OldTown,1915.0
661,,OldTown,1910.0
662,,OldTown,1940.0
663,,OldTown,1920.0
664,,OldTown,1920.0
665,,OldTown,1890.0
666,,NAmes,1969.0
667,,NAmes,1963.0
668,,NAmes,1967.0
669,,NAmes,1969.0
670,,NAmes,1958.0
671,,NAmes,1957.0
672,,NAmes,1957.0
673,,NAmes,1960.0
674,,NAmes,1958.0
675,,NAmes,1949.0
676,,NAmes,1950.0
677,,NAmes,1950.0
678,,NAmes,1949.0
679,,NAmes,1950.0
680,,NAmes,1958.0
681,,NAmes,1958.0
682,,NAmes,1952.0
683,,NAmes,1959.0
684,,NAmes,1959.0
685,,NAmes,1949.0
686,,NAmes,1948.0
687,,NAmes,1964.0
688,,NAmes,1978.0
689,,NAmes,1963.0
690,,NAmes,1962.0
691,,OldTown,1926.0
692,,OldTown,1910.0
693,,OldTown,1935.0
694,,OldTown,1910.0
695,,OldTown,1941.0
696,,OldTown,1910.0
697,,OldTown,1910.0
698,,OldTown,1939.0
699,,OldTown,1892.0
700,,OldTown,1920.0
701,,OldTown,1952.0
702,,OldTown,1946.0
703,,OldTown,1910.0
704,,OldTown,1953.0
705,,OldTown,1950.0
706,,OldTown,1954.0
707,,OldTown,1920.0
708,,OldTown,1940.0
709,,OldTown,1910.0
710,,OldTown,1938.0
711,,OldTown,1923.0
712,,OldTown,1920.0
713,,OldTown,1910.0
714,,OldTown,1947.0
715,,OldTown,1898.0
716,,OldTown,1880.0
717,,OldTown,1900.0
718,,OldTown,1917.0
719,,OldTown,1882.0
720,,OldTown,1910.0
721,,OldTown,1920.0
722,,OldTown,1910.0
723,,OldTown,1890.0
724,,OldTown,1920.0
725,,OldTown,1910.0
726,,IDOTRR,1920.0
727,,IDOTRR,1900.0
728,,BrkSide,1923.0
729,,BrkSide,1923.0
730,,BrkSide,1925.0
731,,BrkSide,1930.0
732,,BrkSide,1916.0
733,,BrkSide,1936.0
734,,BrkSide,1937.0
735,,BrkSide,1925.0
736,,BrkSide,1939.0
737,,BrkSide,1924.0
738,,BrkSide,1926.0
739,,BrkSide,1924.0
740,,BrkSide,1936.0
741,,BrkSide,1935.0
742,,BrkSide,1936.0
743,,BrkSide,1931.0
744,,BrkSide,1925.0
745,,BrkSide,1938.0
746,,BrkSide,1925.0
747,,BrkSide,1916.0
748,,BrkSide,1910.0
749,,OldTown,1915.0
750,,OldTown,1915.0
751,,OldTown,1915.0
752,,OldTown,1912.0
753,,OldTown,1922.0
754,,IDOTRR,1927.0
755,,IDOTRR,1925.0
756,,OldTown,1915.0
757,,OldTown,1902.0
758,,IDOTRR,1927.0
759,,IDOTRR,1923.0
760,,IDOTRR,1915.0
761,,Sawyer,1946.0
762,,Edwards,1987.0
763,,Edwards,1987.0
764,,Edwards,1978.0
765,,Edwards,1922.0
766,,Edwards,1925.0
767,,Edwards,1934.0
768,,Sawyer,1963.0
769,,Sawyer,1963.0
770,,Sawyer,1978.0
771,,Sawyer,1967.0
772,,Sawyer,1967.0
773,,Sawyer,1978.0
774,,Sawyer,1982.0
775,,Sawyer,1982.0
776,,Sawyer,1962.0
777,,Sawyer,1961.0
778,,Sawyer,1960.0
779,,ClearCr,1956.0
780,,Sawyer,1947.0
781,,ClearCr,1957.0
782,,ClearCr,1968.0
783,,Edwards,1956.0
784,,Edwards,1940.0
785,,ClearCr,1955.0
786,,Edwards,1955.0
787,,Edwards,1954.0
788,,Edwards,1956.0
789,,Edwards,1956.0
790,,Edwards,1958.0
791,,Edwards,1946.0
792,,Edwards,1941.0
793,,Edwards,1954.0
794,,Edwards,1957.0
795,,Edwards,1984.0
796,,Edwards,1949.0
797,,Edwards,1939.0
798,,Edwards,1940.0
799,,SawyerW,1990.0
800,,SawyerW,1983.0
801,,SawyerW,1983.0
802,,SawyerW,1990.0
803,,SawyerW,1993.0
804,,SawyerW,1993.0
805,,SawyerW,1995.0
806,,SawyerW,1880.0
807,,SawyerW,1979.0
808,,SawyerW,1979.0
809,,SawyerW,1979.0
810,,SawyerW,1979.0
811,,SawyerW,1979.0
812,,SawyerW,1979.0
813,,SawyerW,1979.0
814,,SawyerW,1979.0
815,,SawyerW,2000.0
816,,SawyerW,2000.0
817,,SawyerW,2000.0
818,,CollgCr,2009.0
819,,CollgCr,2007.0
820,,CollgCr,2008.0
821,,CollgCr,2008.0
822,,CollgCr,2008.0
823,,CollgCr,2007.0
824,,CollgCr,2007.0
825,,CollgCr,2007.0
826,,CollgCr,2006.0
827,,CollgCr,2007.0
828,,CollgCr,2008.0
829,,CollgCr,2007.0
830,,CollgCr,2005.0
831,,CollgCr,2005.0
832,,SawyerW,1989.0
833,,ClearCr,1992.0
834,,ClearCr,1967.0
835,,CollgCr,1996.0
836,,CollgCr,1994.0
837,,CollgCr,1997.0
838,,CollgCr,1996.0
839,,CollgCr,1998.0
840,,CollgCr,1994.0
841,,CollgCr,1994.0
842,,CollgCr,1998.0
843,,CollgCr,1999.0
844,,CollgCr,1999.0
845,,CollgCr,1998.0
846,,CollgCr,2002.0
847,,CollgCr,2002.0
848,,CollgCr,2001.0
849,,CollgCr,2001.0
850,,CollgCr,2002.0
851,,CollgCr,2001.0
852,,CollgCr,1978.0
853,,CollgCr,1978.0
854,,CollgCr,1979.0
855,,CollgCr,1977.0
856,,CollgCr,1978.0
857,,CollgCr,1977.0
858,,CollgCr,1972.0
859,,CollgCr,1972.0
860,,CollgCr,1972.0
861,,CollgCr,1972.0
862,,CollgCr,2002.0
863,,CollgCr,2003.0
864,,CollgCr,2001.0
865,,CollgCr,2001.0
866,,CollgCr,2000.0
867,,CollgCr,2002.0
868,,CollgCr,2001.0
869,,CollgCr,1999.0
870,,CollgCr,1996.0
871,,CollgCr,2002.0
872,,CollgCr,1997.0
873,,CollgCr,1997.0
874,,CollgCr,1996.0
875,,CollgCr,2001.0
876,,CollgCr,2000.0
877,,CollgCr,2003.0
878,,CollgCr,2003.0
879,,CollgCr,2007.0
880,,CollgCr,2004.0
881,,CollgCr,2004.0
882,,CollgCr,2005.0
883,,CollgCr,2007.0
884,,Edwards,1949.0
885,,Edwards,1964.0
886,,Edwards,1938.0
887,,Edwards,2003.0
888,,Edwards,1977.0
889,,Edwards,1960.0
890,,Edwards,1976.0
891,,Edwards,2007.0
892,,Edwards,2005.0
893,,Edwards,1947.0
894,,Edwards,1959.0
895,,Edwards,1950.0
896,,Edwards,1945.0
897,,Edwards,1922.0
898,,Edwards,1952.0
899,,Edwards,1959.0
900,,Edwards,1956.0
901,,Edwards,1956.0
902,,Edwards,1920.0
903,,Edwards,1941.0
904,,Edwards,1941.0
905,,SWISU,1938.0
906,,SWISU,1932.0
907,,SWISU,1920.0
908,,SWISU,1940.0
909,,SWISU,1920.0
910,,SWISU,1935.0
911,,SWISU,1928.0
912,,Crawfor,1916.0
913,,SWISU,1925.0
914,,SWISU,1936.0
915,,Crawfor,1928.0
916,,SWISU,1928.0
917,,Crawfor,1918.0
918,,Crawfor,1926.0
919,,Crawfor,1940.0
920,,Crawfor,1942.0
921,,Crawfor,1940.0
922,,Crawfor,1960.0
923,,Crawfor,1921.0
924,,Crawfor,1921.0
925,,Crawfor,1940.0
926,,Crawfor,1954.0
927,,Crawfor,1941.0
928,,Crawfor,1960.0
929,,Crawfor,1949.0
930,,Crawfor,1950.0
931,,Crawfor,1954.0
932,,Blueste,1980.0
933,,Blueste,1980.0
934,,Blueste,1980.0
935,,Blueste,1980.0
936,,Crawfor,1986.0
937,,Crawfor,1971.0
938,,Crawfor,1988.0
939,,IDOTRR,1920.0
940,,IDOTRR,1900.0
941,,IDOTRR,1920.0
942,,IDOTRR,1915.0
943,,IDOTRR,1925.0
944,,Crawfor,2007.0
945,,IDOTRR,1910.0
946,,Mitchel,2000.0
947,,Mitchel,2003.0
948,,Mitchel,2004.0
949,,Mitchel,2001.0
950,,Mitchel,1977.0
951,,Mitchel,1977.0
952,,Mitchel,1977.0
953,,Mitchel,1990.0
954,,Mitchel,1991.0
955,,Timber,1958.0
956,,Timber,1965.0
957,,Timber,2007.0
958,,Timber,2009.0
959,,Timber,2008.0
960,,Timber,2008.0
961,,Timber,2007.0
962,,Timber,1988.0
963,,Timber,1980.0
964,,Timber,1987.0
965,,Timber,2001.0
966,,Timber,2003.0
967,,Timber,2006.0
968,,Timber,2007.0
969,,Mitchel,1968.0
970,,Mitchel,1960.0
971,,Mitchel,1998.0
972,,Mitchel,1999.0
973,,MeadowV,1973.0
974,,Mitchel,1968.0
975,,MeadowV,1970.0
976,,Mitchel,1969.0
977,,MeadowV,1970.0
978,,MeadowV,1970.0
979,,MeadowV,1970.0
980,,Mitchel,1972.0
981,,Mitchel,1993.0
982,,Mitchel,1978.0
983,,Mitchel,1985.0
984,,Mitchel,1992.0
985,,Mitchel,1993.0
986,,Mitchel,1992.0
987,,Mitchel,1977.0
988,,Mitchel,1969.0
989,,NAmes,1958.0
990,,NAmes,1970.0
991,,NAmes,1969.0
992,,Gilbert,1997.0
993,,Gilbert,1995.0
994,,Gilbert,1998.0
995,,Gilbert,1998.0
996,,Gilbert,1996.0
997,,Gilbert,1996.0
998,,Gilbert,1996.0
999,,StoneBr,2001.0
1000,,StoneBr,1997.0
1001,,StoneBr,1993.0
1002,,StoneBr,1992.0
